"Reservoir","Site","DateTime","Depth_m","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_TN","Flag_TP","Flag_NH4","Flag_NO3NO2","Flag_SRP","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"FCR",50,"2013-12-04 12:00:00",2.8,NA,NA,7,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2013-12-04 12:00:00",3.8,NA,NA,9,1,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2013-12-04 12:00:00",5,NA,NA,8,1,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2013-12-04 12:00:00",6.2,NA,NA,10,2,5,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2013-12-04 12:00:00",8,NA,NA,0,1,3,NA,NA,NA,NA,0,0,3,0,0,0,NA,NA,NA
"FCR",50,"2014-01-15 12:00:00",0.1,NA,NA,15,16,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-01-15 12:00:00",0.8,NA,NA,14,21,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-01-15 12:00:00",1.6,NA,NA,14,14,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-01-15 12:00:00",2.8,NA,NA,19,13,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-01-15 12:00:00",3.8,NA,NA,14,14,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-01-15 12:00:00",5,NA,NA,15,17,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-01-15 12:00:00",6.2,NA,NA,14,13,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-01-15 12:00:00",8,NA,NA,13,13,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-02-24 12:00:00",0.1,NA,NA,28,7,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-02-24 12:00:00",0.8,NA,NA,14,6,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-02-24 12:00:00",1.6,NA,NA,13,5,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-02-24 12:00:00",2.8,NA,NA,10,5,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-02-24 12:00:00",3.8,NA,NA,10,7,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-02-24 12:00:00",5,NA,NA,6,3,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-02-24 12:00:00",6.2,NA,NA,8,6,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-02-24 12:00:00",8,NA,NA,8,6,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-02-24 12:00:00",9,NA,NA,9,6,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-07 12:00:00",0.1,NA,NA,14,5,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-07 12:00:00",0.8,NA,NA,8,3,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-07 12:00:00",1.6,NA,NA,9,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-07 12:00:00",2.8,NA,NA,7,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-07 12:00:00",3.8,NA,NA,6,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-07 12:00:00",5,NA,NA,9,1,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-07 12:00:00",6.2,NA,NA,7,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-07 12:00:00",8,NA,NA,12,7,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-07 12:00:00",9,NA,NA,8,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-20 12:00:00",0.1,150,21.2,45,3,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-20 12:00:00",0.8,126,8.4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-20 12:00:00",1.6,162,16.8,12,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-20 12:00:00",2.8,170,22.2,9,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-20 12:00:00",3.8,190,16.3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-20 12:00:00",5,199,21.7,6,1,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-20 12:00:00",6.2,205,19.6,7,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-20 12:00:00",8,161,20.5,7,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-03-20 12:00:00",9,196,19.3,8,2,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-01 12:00:00",0.1,147,15.6,10,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-04-01 12:00:00",0.1,NA,NA,9,73,7,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-01 12:00:00",0.8,147,15.6,6,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-01 12:00:00",1.6,161,18.8,5,1,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-01 12:00:00",2.8,142,12.3,5,1,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-01 12:00:00",3.8,160,17.3,6,3,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-01 12:00:00",5,165,18.5,5,2,0,NA,NA,NA,NA,0,0,0,0,3,0,NA,NA,NA
"FCR",50,"2014-04-01 12:00:00",6.2,175,20.1,5,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-01 12:00:00",8,172,16.6,6,6,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-01 12:00:00",9,182,19.4,10,8,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-08 12:00:00",0.1,190,16.7,5,1,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-04-08 12:00:00",0.1,NA,NA,10,61,7,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-08 12:00:00",0.8,219,19.8,9,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-08 12:00:00",1.6,NA,NA,10,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-08 12:00:00",2.8,171,14.3,7,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-08 12:00:00",3.8,293,18.8,8,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-08 12:00:00",5,184,16.4,7,2,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-08 12:00:00",6.2,242,23.4,6,1,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-08 12:00:00",8,140,12.7,7,1,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-08 12:00:00",9,213,20.7,7,1,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-16 12:00:00",0.1,249,17.6,6,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-04-16 12:00:00",0.1,NA,NA,8,46,6,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-16 12:00:00",0.8,229,14.9,10,6,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-16 12:00:00",1.6,386,18.6,20,4,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-16 12:00:00",2.8,198,17,15,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-16 12:00:00",3.8,268,18.4,8,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-16 12:00:00",5,232,20.8,7,1,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-16 12:00:00",6.2,199,16.5,8,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-16 12:00:00",8,219,13.7,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-16 12:00:00",9,243,20.2,15,1,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-21 12:00:00",0.1,143,13.6,16,3,3,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-04-21 12:00:00",0.1,NA,NA,10,38,6,1.5,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-21 12:00:00",0.8,292,11.6,12,3,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-21 12:00:00",1.6,157,12.9,7,1,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-21 12:00:00",2.8,158,11.8,3,0,1,NA,NA,NA,NA,0,0,0,3,0,0,NA,NA,NA
"FCR",50,"2014-04-21 12:00:00",3.8,180,16.6,6,0,2,NA,NA,NA,NA,0,0,0,3,0,0,NA,NA,NA
"FCR",50,"2014-04-21 12:00:00",5,224,23,7,1,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-21 12:00:00",6.2,220,23.4,10,1,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-21 12:00:00",8,215,15.3,12,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-21 12:00:00",9,255,22,9,2,3,2.1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-23 12:00:00",0.1,128,9.3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-23 12:00:00",0.8,336,12.7,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-23 12:00:00",1.6,190,10.7,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-23 12:00:00",2.8,201,12.5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-23 12:00:00",3.8,178,9.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-23 12:00:00",5,171,12.2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-23 12:00:00",8,227,12.2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-23 12:00:00",9,419,15.7,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-28 12:00:00",0.1,164,13,32,5,3,2.3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-04-28 12:00:00",0.1,NA,NA,14,50,9,3.4,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-28 12:00:00",0.8,361,17.6,25,12,7,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-28 12:00:00",1.6,208,15.2,12,9,8,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-28 12:00:00",2.8,234,16.5,10,5,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-28 12:00:00",3.8,240,12.4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-28 12:00:00",5,222,10.6,12,5,10,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-28 12:00:00",6.2,158,10.1,12,6,5,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-28 12:00:00",8,208,12.5,9,9,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-04-28 12:00:00",9,161,11.3,10,6,4,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-05 12:00:00",0.1,188,13.7,19,6,3,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-05-05 12:00:00",0.1,NA,NA,15,13,2,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-05 12:00:00",0.8,163,16.2,10,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-05 12:00:00",1.6,158,13.5,7,0,2,NA,NA,NA,NA,0,0,0,3,0,0,NA,NA,NA
"FCR",50,"2014-05-05 12:00:00",2.8,147,14.9,11,1,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-05 12:00:00",3.8,156,13.6,6,1,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-05 12:00:00",5,154,12.8,10,2,4,1.8,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-05 12:00:00",6.2,210,14.9,18,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-05 12:00:00",8,140,9.1,20,3,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-05 12:00:00",9,156,10.8,20,3,2,1.8,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-12 12:00:00",0.1,157,12.4,4,0,2,1.9,NA,NA,NA,0,0,0,3,0,0,NA,NA,NA
"FCR",100,"2014-05-12 12:00:00",0.1,NA,NA,5,13,1,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-12 12:00:00",0.8,154,14.8,7,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-12 12:00:00",1.6,150,11.7,7,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-12 12:00:00",2.8,147,11.3,6,1,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-12 12:00:00",3.8,156,12.6,9,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-12 12:00:00",5,153,12.5,12,1,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-12 12:00:00",6.2,164,9,11,2,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-12 12:00:00",8,152,9.4,15,5,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-12 12:00:00",9,221,16,10,3,1,1.8,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-19 12:00:00",0.1,181,11.2,4,2,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-05-19 12:00:00",0.1,NA,NA,11,14,4,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-19 12:00:00",0.8,212,15.5,4,1,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-19 12:00:00",1.6,157,14.5,7,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-19 12:00:00",2.8,179,17.6,6,12,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-19 12:00:00",3.8,170,11,8,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-19 12:00:00",5,174,11.6,7,1,3,1.8,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-19 12:00:00",6.2,158,10.8,6,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-19 12:00:00",8,151,10,6,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-19 12:00:00",9,168,10.6,9,3,4,1.8,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-26 12:00:00",0.1,145,10.8,7,2,5,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-05-26 12:00:00",0.1,NA,NA,8,16,4,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-26 12:00:00",0.8,152,11.6,6,4,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-26 12:00:00",1.6,NA,NA,7,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-26 12:00:00",2.8,163,14.1,7,1,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-26 12:00:00",3.8,173,11.5,6,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-26 12:00:00",5,159,11.1,9,1,3,2.1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-26 12:00:00",6.2,157,10.5,11,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-26 12:00:00",8,142,10.5,7,2,2,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-05-26 12:00:00",9,161,10.8,9,3,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-02 12:00:00",0.1,203,10.9,5,4,4,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-06-02 12:00:00",0.1,NA,NA,12,25,5,2.1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-02 12:00:00",0.8,178,15.2,13,4,6,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-02 12:00:00",1.6,184,12.1,12,3,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-02 12:00:00",2.8,177,18.2,10,2,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-02 12:00:00",3.8,183,15.3,6,2,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-02 12:00:00",5,166,11.3,7,3,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-02 12:00:00",6.2,159,12.7,12,4,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-02 12:00:00",8,135,9.4,7,3,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-02 12:00:00",9,178,17.2,9,2,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-09 12:00:00",0.1,166,15.3,6,2,5,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-06-09 12:00:00",0.1,NA,NA,14,49,10,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-09 12:00:00",0.8,194,12.6,10,3,21,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-09 12:00:00",1.6,203,11.4,1,4,6,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-09 12:00:00",2.8,187,13,8,3,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-09 12:00:00",3.8,182,11.3,5,1,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-09 12:00:00",5,171,9.5,34,5,6,2.3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-09 12:00:00",6.2,193,11.1,28,4,6,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-09 12:00:00",8,261,17.3,71,5,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-09 12:00:00",9,286,24.8,47,74,3,2.1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-16 12:00:00",0.1,214.9,14.9,34,3,5,2.2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-06-16 12:00:00",0.1,NA,NA,9,36,6,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-16 12:00:00",0.8,134.7,12.9,17,3,46,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-16 12:00:00",1.6,137.7,14.5,13,4,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-16 12:00:00",2.8,134.7,11.7,6,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-16 12:00:00",3.8,154.6,16.7,8,4,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-16 12:00:00",5,133.7,8.9,27,4,19,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-16 12:00:00",6.2,161.6,13.2,42,4,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-16 12:00:00",8,213.8,13.5,115,5,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-16 12:00:00",9,252.2,15.1,124,6,4,1.8,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-23 12:00:00",0.1,151.6,13.9,9,4,5,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-06-23 12:00:00",0.1,NA,NA,8,29,5,1.8,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-23 12:00:00",0.8,162.7,15.9,8,3,6,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-23 12:00:00",1.6,225,20.7,8,1,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-23 12:00:00",2.8,182.1,31.2,10,3,5,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-23 12:00:00",3.8,231,22.4,7,2,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-23 12:00:00",5,195,21.2,6,2,3,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-23 12:00:00",6.2,204,20.3,36,6,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-23 12:00:00",8,235.6,14.1,126,8,4,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-23 12:00:00",9,311.9,17.4,177,9,9,2.1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-29 12:00:00",0.1,282,23.8,4,0,7,2.3,NA,NA,NA,0,0,0,3,0,0,NA,NA,NA
"FCR",100,"2014-06-29 12:00:00",0.1,NA,NA,7,26,6,2.1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-29 12:00:00",0.8,225,20.9,8,1,9,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-29 12:00:00",1.6,330,18.8,13,2,8,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-29 12:00:00",2.8,205,23.5,10,1,6,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-29 12:00:00",3.8,284,22.5,9,1,9,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-29 12:00:00",5,212,20.3,22,1,9,1.8,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-29 12:00:00",6.2,220,17.3,56,2,8,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-29 12:00:00",8,213,19.8,97,2,7,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-29 12:00:00",9,350,20.6,202,2,9,2.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-30 12:00:00",0.1,220,18.9,5,1,8,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",100,"2014-06-30 12:00:00",0.1,NA,NA,5,24,8,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-30 12:00:00",0.8,257,18.4,10,1,7,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-30 12:00:00",1.6,216,17,8,1,9,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-30 12:00:00",2.8,211,16.9,11,1,8,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-30 12:00:00",3.8,220,23,8,1,9,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-30 12:00:00",5,211,22,14,2,6,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-30 12:00:00",6.2,197,16.9,41,4,7,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-30 12:00:00",8,197,21,54,2,6,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FCR",50,"2014-06-30 12:00:00",9,263,11,58,2,4,1.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
